emp,pe,cape,dy,rho,mov,ir,rr,y02,y10,stp,cf,mg,rv,ed,un,gdp,m2,cpi,dil,yss,nyf,_au,_dxy,_lcp,_ty,_oil,_mkt,_va,_gr,snp,label
0.02058144868183076,12.8,14.351,3.68,-0.082,116.1,6.37,-0.23,8.004,9.002,0.9980000000000011,0.1332027424094027,0.0991150442477875,0.1077089252979098,0.1315288899252589,-0.1290322580645161,0.04484482950062252,0.05903553665393213,0.0449621717010531,-0.002266972649846877,0.185794,1.543953925,450.25,92.05,2433.5,96.203,16.45,422.5,853.699,461.702,272.0824966430664,1.0
0.02058144868183076,13.0,14.508,3.64,-0.08,117.7,6.51,-0.23,7.97,8.825,0.8549999999999995,0.1332027424094027,0.0991150442477875,0.1076071425417946,0.1314633224106934,-0.1290322580645161,0.04484482950062252,0.05903553665393213,0.0449621717010531,-0.002191389061655391,0.210886,1.543953925,443.75,94.92,2424.9,97.468,16.46,427.48,853.699,461.702,270.5450019836426,0.0
0.0232043855154318,12.1,14.361,3.66,-0.078,117.1,6.55,-0.23,7.982,8.767,0.7849999999999993,0.1332027424094027,0.1176470588235292,0.1103068353884999,0.1395966682352578,-0.1290322580645161,0.04484482950062252,0.05903553665393213,0.0449621717010531,-0.001373064223596843,0.240218,1.543953925,437.0,95.89,2296.7,97.989,14.94,425.35,898.704,480.049,271.7750053405762,1.0
0.02334023064329194,12.0,14.287,3.68,-0.078,120.6,6.66,-0.23,8.241,9.036,0.7949999999999999,0.1332027424094027,0.1176470588235292,0.1110509251179799,0.1396908205345428,-0.1290322580645161,0.04484482950062252,0.05903553665393213,0.0449621717010531,0.0007022218811871817,0.189043,1.543953925,438.75,96.36,2270.4,96.482,15.46,423.56,898.704,480.049,271.7750053405762,0.0
0.02334023064329194,12.1,14.379,3.66,-0.072,121.0,6.72,0.18,8.279,9.056,0.7769999999999992,0.07277882797731583,0.1176470588235292,0.1110128323214128,0.1396660452277092,-0.1147540983606556,0.04484482950062252,0.06052536883771142,0.04480990869630297,0.0007045438427404349,0.154833,1.473786002,438.25,98.13,2175.4,96.526,14.76,426.69,898.704,480.049,270.68124771118164,0.0
0.02334023064329194,11.8,13.943,3.78,-0.067,121.6,6.74,0.18,8.315,9.105,0.7900000000000009,0.07277882797731583,0.1176470588235292,0.1105932479314604,0.1397079035477868,-0.1147540983606556,0.04484482950062252,0.06052536883771142,0.04480990869630297,-0.0001219730358275051,0.211566,1.473786002,442.75,95.28,2200.3,96.388,16.38,414.16,898.704,480.049,274.15749740600586,1.0
0.0229272989797733,12.1,14.35,3.67,-0.075,122.0,6.95,0.18,8.389,9.115,0.7260000000000009,0.07277882797731583,0.1176470588235292,0.1101350654877398,0.1397592424726253,-0.1147540983606556,0.04484482950062252,0.06052536883771142,0.04480990869630297,0.0001580254258262137,0.196631,1.473786002,435.75,97.53,2123.3,96.494,16.2,426.66,898.97,476.915,265.8375015258789,0.0
0.02260005807452403,12.1,14.265,3.7,-0.07,122.1,6.92,0.18,8.465,9.11,0.6449999999999996,0.07277882797731583,0.1176470588235292,0.1106984328009368,0.1398586589269588,-0.1147540983606556,0.04484482950062252,0.06052536883771142,0.04480990869630297,-0.001342046370897632,0.105802,1.473786002,432.5,98.22,2128.4,96.686,15.25,426.34,898.97,476.915,265.8375015258789,0.0
0.02260005807452403,11.7,13.837,3.82,-0.059,125.6,7.01,0.18,8.655,9.375,0.7200000000000006,0.02529358626919609,0.1176470588235292,0.1106694720006094,0.1398364815336905,-0.09999999999999998,0.03586222080209489,0.05702603830428243,0.04128363385481748,-0.001381359890141765,0.210557,1.473786002,431.75,97.93,2167.9,95.27,15.76,413.96,898.97,476.915,265.8375015258789,0.0
0.02260005807452403,11.6,13.769,3.84,-0.075,125.5,7.06,0.497,8.736,9.35,0.613999999999999,0.08130081300813008,0.1176470588235292,0.1105405229783418,0.1397512629618927,-0.06666666666666676,0.04193180401203289,0.05874757908327966,0.04464002685114399,-0.001324420217623357,0.148061,1.610252103,432.0,98.53,2186.0,95.581,15.73,412.33,898.97,476.915,261.5449905395508,0.0
0.02260005807452403,11.6,13.731,3.85,-0.088,126.2,7.33,0.497,8.779,9.386,0.6069999999999993,0.08130081300813008,0.1176470588235292,0.1105662840725421,0.139767291581923,-0.06666666666666676,0.04193180401203289,0.05874757908327966,0.04464002685114399,-0.001308169086082445,0.13627,1.610252103,431.75,97.49,2395.9,95.534,15.35,411.6,898.97,476.915,259.8899955749512,0.0
0.02191949290405537,11.8,13.891,3.79,-0.082,121.2,7.22,0.497,8.447,8.993,0.5460000000000012,0.08130081300813008,0.1212121212121211,0.109878858675621,0.1397662495275367,-0.06666666666666676,0.04193180401203289,0.05874757908327966,0.04464002685114399,-0.001183467688080198,0.174321,1.610252103,428.25,97.54,2394.6,98.221,14.8,419.62,866.0,462.324,263.92874908447266,1.0
0.02191949290405537,11.9,14.021,3.75,-0.074,120.1,7.28,0.497,8.393,8.92,0.5269999999999992,0.08130081300813008,0.1212121212121211,0.1098951585438268,0.139777073543875,-0.06666666666666676,0.04193180401203289,0.05874757908327966,0.04464002685114399,-0.001183462190183282,0.085224,1.610252103,429.25,97.21,2368.5,98.842,14.57,423.97,866.0,462.324,263.92874908447266,0.0
0.02191949290405537,12.1,14.205,3.71,-0.068,120.2,7.15,0.713,8.389,8.93,0.5410000000000004,-0.04321521175453757,0.1212121212121211,0.1098634569799462,0.1397568629770143,-0.0847457627118644,0.04193180401203289,0.0562243257724595,0.04614241945966024,-0.001183455317883664,0.10469,1.013934879,412.0,98.03,2479.5,98.948,14.55,429.95,866.0,462.324,268.0875053405762,1.0
0.02153849949845354,12.1,14.194,3.71,-0.079,105.5,7.23,0.713,8.435,8.957,0.5220000000000002,-0.04321521175453757,0.1192170818505338,0.1086311943586746,0.1388966503323075,-0.0847457627118644,0.04193180401203289,0.0562243257724595,0.04614241945966024,-0.001411919339463275,0.077992,1.013934879,398.25,98.12,2463.4,98.939,14.2,430.04,866.0,462.324,269.4375114440918,1.0
0.02388231252130346,11.9,14.302,3.68,-0.121,107.9,7.25,0.713,8.432,8.862,0.4299999999999997,-0.04321521175453757,0.1101398601398602,0.1104748211078559,0.1284729980905175,-0.0847457627118644,0.04193180401203289,0.0562243257724595,0.04614241945966024,-0.004034431163749685,0.07001,1.013934879,394.75,97.69,2567.4,99.709,13.92,433.74,898.742,484.585,272.5762481689453,1.0
0.02391188739732786,12.1,14.543,3.61,0.29,103.4,7.27,0.713,8.269,8.688,0.4190000000000005,-0.04321521175453757,0.1101398601398602,0.110270679964094,0.1280447562671974,-0.0847457627118644,0.04193180401203289,0.0562243257724595,0.04614241945966024,-0.00403209917179137,0.091292,1.013934879,403.0,97.33,2668.5,100.988,12.95,442.95,898.742,484.585,272.5762481689453,0.0
0.02391188739732786,12.0,14.424,3.64,0.382,101.3,7.32,0.9,8.335,8.809,0.4739999999999984,0.01563857515204181,0.1101398601398602,0.1103104287108179,0.1280697679731346,-0.09999999999999998,0.04193180401203289,0.05346738667045625,0.04507999852196742,-0.00376335608815026,0.082567,0.518327948,409.0,94.37,2845.0,100.378,14.76,439.75,898.742,484.585,272.5762481689453,0.0
0.02391188739732786,12.3,14.778,3.55,0.431,104.4,7.44,0.9,8.403,8.818,0.41499999999999915,0.01563857515204181,0.1120840630472855,0.1103243054336367,0.1280786708150288,-0.09999999999999998,0.04193180401203289,0.05346738667045625,0.04507999852196742,-0.003750581137185516,0.088658,0.518327948,410.0,93.39,3195.7,100.485,14.6,450.98,898.742,484.585,279.46125411987305,1.0
0.02391188739732786,12.0,14.458,3.64,0.446,98.4,7.37,0.9,8.293,8.69,0.39700000000000024,0.01563857515204181,0.1120840630472855,0.110256709022414,0.1280342751338397,-0.09999999999999998,0.04193180401203289,0.05346738667045625,0.04507999852196742,-0.00375171876485425,0.065042,0.518327948,411.25,93.04,3250.0,101.466,13.85,441.63,898.742,484.585,285.29750061035156,1.0
0.0229852867934488,11.9,14.323,3.66,0.444,100.2,7.45,0.9,8.423,8.836,0.41300000000000026,0.01563857515204181,0.1116928446771379,0.1109464430149609,0.1233318468914468,-0.09999999999999998,0.04193180401203289,0.05346738667045625,0.04507999852196742,-0.00540174539332805,0.057044,0.518327948,420.5,93.8,3317.1,100.702,14.05,438.32,928.786,497.835,283.8037643432617,0.0
0.0229852867934488,11.5,13.862,3.79,0.461,103.2,7.9,0.9,8.652,8.979,0.32699999999999996,0.1597222222222223,0.1116928446771379,0.1110618922397233,0.1234048851769272,-0.06896551724137923,0.02434451817362948,0.05193515200964915,0.04247986583365582,-0.005399401509328272,0.098644,0.518327948,420.5,91.53,3239.5,99.972,13.95,424.62,928.786,497.835,283.8037643432617,0.0
0.0229852867934488,11.4,13.782,3.83,0.495,107.5,7.94,1.559,8.797,9.071,0.27399999999999913,0.1200396825396826,0.1116928446771379,0.1110454489161541,0.1233941937775718,-0.08620689655172409,0.03799359566493465,0.0572209017701939,0.04579716555168534,-0.005400529618275973,0.057151,0.741313776,417.75,91.43,3196.3,99.569,13.9,422.61,928.786,497.835,269.07749938964844,0.0
0.0229852867934488,11.4,13.8,3.83,0.536,100.1,8.03,1.559,9.038,9.184,0.14599999999999902,0.1200396825396826,0.1116928446771379,0.1110219294139314,0.1233787378072706,-0.08620689655172409,0.03799359566493465,0.0572209017701939,0.04579716555168534,-0.005391229339417936,0.045979,0.741313776,424.25,90.12,3517.6,99.046,13.97,423.62,928.786,497.835,266.7825050354004,0.0
0.02202727237661883,11.6,14.021,3.76,0.538,95.9,8.07,1.559,9.121,9.169,0.04800000000000004,0.1200396825396826,0.1114982578397212,0.1106555676988166,0.1219892441010715,-0.08620689655172409,0.03799359566493465,0.0572209017701939,0.04579716555168534,-0.00750837191577014,0.077778,0.741313776,424.75,90.06,3616.7,99.126,15.65,431.53,915.73,489.394,272.5875015258789,1.0
0.02202727237661883,11.8,14.287,3.7,0.529,111.3,7.88,1.559,9.066,9.081,0.014999999999998792,0.1200396825396826,0.1114982578397212,0.1105658244554564,0.121932346135641,-0.08620689655172409,0.03799359566493465,0.0572209017701939,0.04579716555168534,-0.007898687374610303,0.092664,0.741313776,420.75,90.84,3676.2,99.861,15.84,440.17,915.73,489.394,272.5875015258789,0.0
0.02202727237661883,11.8,14.228,3.72,0.539,99.7,8.16,1.828,9.192,9.168,-0.02400000000000091,0.1086350974930361,0.1114982578397212,0.1105165433183761,0.1219009160609568,-0.07017543859649134,0.03799359566493465,0.05724596660062264,0.04650991782635083,-0.007896324971360391,0.058768,0.683115937,411.75,92.09,3437.3,99.47,16.48,438.81,915.73,489.394,277.37624740600586,1.0
0.02203280525609519,11.9,14.365,3.69,0.548,97.9,8.05,1.828,9.03,9.046,0.016000000000000014,0.1086350974930361,0.1114982578397212,0.1104841568627208,0.12190191222137,-0.07017543859649134,0.03799359566493465,0.05724596660062264,0.04650991782635083,-0.007896279238936321,0.049042,0.683115937,417.75,92.66,3480.7,100.426,16.61,443.47,915.73,489.394,278.2249984741211,1.0
0.01994767914599271,12.1,14.356,3.69,0.546,103.4,8.1,1.828,9.193,9.139,-0.05400000000000027,0.1086350974930361,0.02903225806451615,0.03147324565234721,0.0262240425329654,-0.07017543859649134,0.03799359566493465,0.05724596660062264,0.04650991782635083,-0.01085910875161256,0.041194,0.683115937,410.25,92.5,3391.7,100.0,17.25,443.64,928.098,499.245,278.2249984741211,0.0
0.04501026472541447,11.9,14.381,3.66,0.581,110.5,8.29,1.828,9.324,9.218,-0.10599999999999987,0.1086350974930361,0.1064516129032258,0.1360232278924232,0.1640933658911325,-0.07017543859649134,0.03799359566493465,0.05724596660062264,0.04650991782635083,-0.01157737374953816,0.068408,0.683115937,405.75,94.36,3389.9,99.701,17.55,447.04,928.098,499.245,280.8262596130371,1.0
0.04501026472541447,12.0,14.514,3.66,0.568,106.7,8.21,1.884,9.14,9.07,-0.07000000000000028,0.05368516833484982,0.1064516129032258,0.1360460862857478,0.1641074916388343,-0.05263157894736836,0.03799359566493465,0.05067781133665794,0.04631748530838653,-0.01153153570456666,0.039272,1.264247024,405.75,95.32,3280.3,100.816,18.5,451.61,928.098,499.245,282.3625030517578,1.0
0.04501026472541447,12.1,14.62,3.64,0.576,103.0,8.24,1.884,9.178,9.031,-0.14700000000000024,0.05368516833484982,0.1064516129032258,0.1360263597802973,0.1640936881239055,-0.05263157894736836,0.03799359566493465,0.05067781133665794,0.04631748530838653,-0.01124062750131172,0.044384,1.264247024,405.25,95.09,3435.0,101.24,18.85,455.33,928.098,499.245,285.1687545776367,1.0
0.04501026472541447,12.5,15.0,3.57,0.588,102.8,8.33,1.884,9.141,8.986,-0.15499999999999936,0.05368516833484982,0.1064516129032258,0.1360102043427212,0.1640830063745531,-0.05263157894736836,0.03799359566493465,0.05067781133665794,0.04631748530838653,-0.0115027850798467,0.06115,1.264247024,399.25,96.19,3363.8,101.695,17.74,467.58,928.098,499.245,290.2887535095215,1.0
0.03676037615479677,12.5,15.063,3.55,0.603,103.4,8.48,1.884,9.261,9.001,-0.2599999999999998,0.05368516833484982,0.1085899513776336,0.1306731272745392,0.1640997631690873,-0.05263157894736836,0.03799359566493465,0.05067781133665794,0.04631748530838653,-0.009981338531995565,0.033575,1.264247024,388.75,96.74,3171.3,101.773,17.55,471.93,999.855,536.103,295.4912528991699,1.0
0.03676037615479677,12.3,14.833,3.62,0.604,108.7,8.55,1.884,9.371,9.229,-0.14200000000000124,0.05368516833484982,0.1085899513776336,0.1307319136934142,0.1641388715630747,-0.05263157894736836,0.03799359566493465,0.05067781133665794,0.04631748530838653,-0.009980134658306716,0.058539,1.264247024,390.25,96.38,3034.4,100.5,17.1,465.15,999.855,536.103,295.4912528991699,0.0
0.03676037615479677,12.5,15.075,3.58,0.614,101.4,8.48,2.238,9.353,9.224,-0.12899999999999956,0.05047867711053078,0.1085899513776336,0.1307563145296702,0.1641551333399849,-0.08771929824561409,0.04315155257073733,0.04243311036789299,0.04704335439570473,-0.01044313578854872,0.049727,2.042924136,380.25,94.9,2980.8,100.704,18.56,473.19,999.855,536.103,294.5250015258789,0.0
0.03676037615479677,12.1,14.587,3.7,0.62,103.6,8.65,2.238,9.638,9.411,-0.2270000000000003,0.05047867711053078,0.1085899513776336,0.1307326382686684,0.1641407360403921,-0.08771929824561409,0.04315155257073733,0.04243311036789299,0.04704335439570473,-0.01044078423382544,0.064036,2.042924136,389.25,94.66,3168.3,99.714,18.07,458.32,999.855,536.103,294.5250015258789,0.0
0.03676037615479677,12.2,14.682,3.66,0.63,100.0,8.63,2.238,9.54,9.308,-0.23199999999999932,0.05047867711053078,0.1085899513776336,0.1307123242081552,0.1641267636789883,-0.08771929824561409,0.04315155257073733,0.04243311036789299,0.04704335439570473,-0.01097884378075598,0.043095,2.042924136,386.5,95.78,3320.3,100.419,18.55,464.42,971.927,521.569,290.8237533569336,0.0
0.03676037615479677,12.3,14.785,3.66,0.647,98.4,8.74,2.238,9.692,9.343,-0.3490000000000002,0.05047867711053078,0.1085899513776336,0.130641479776785,0.1640806455474941,-0.08771929824561409,0.04315155257073733,0.04243311036789299,0.04704335439570473,-0.01097762378161327,0.033737,2.042924136,393.25,96.49,3384.2,100.37,18.5,468.11,971.927,521.569,290.8237533569336,0.0
0.03676037615479677,12.3,14.791,3.66,0.646,105.4,8.85,2.468,9.866,9.479,-0.38700000000000045,0.04170363797693,0.1085899513776336,0.1306831429237585,0.1641071660695512,-0.1228070175438597,0.04315155257073733,0.03770712976095747,0.04684999272515644,-0.01094403426964208,0.064084,1.701068961,393.0,97.31,3250.3,99.679,20.33,468.76,971.927,521.569,295.9900016784668,1.0
0.03676037615479677,12.2,14.628,3.7,0.652,98.4,9.37,2.468,9.873,9.429,-0.44399999999999906,0.04170363797693,0.1085899513776336,0.1306532143659591,0.1640882176204914,-0.1228070175438597,0.04315155257073733,0.03770712976095747,0.04684999272515644,-0.01094742782862523,0.031217,1.701068961,395.5,96.99,3276.4,100.177,20.15,464.05,971.927,521.569,291.6737518310547,0.0
0.03631330604255423,12.4,14.927,3.64,0.651,96.5,8.9,2.468,9.745,9.273,-0.47199999999999953,0.04170363797693,0.1085899513776336,0.1304503498711596,0.1639370896584671,-0.1228070175438597,0.04315155257073733,0.03770712976095747,0.04684999272515644,-0.00977382333261545,0.036289,1.701068961,383.75,98.14,3113.5,101.348,20.37,473.99,987.4,536.955,295.49875259399414,1.0
0.03631330604255423,12.5,14.94,3.61,0.632,101.6,8.8,2.468,9.641,9.278,-0.36299999999999955,0.04170363797693,0.1085899513776336,0.1305092295865529,0.1639756212549546,-0.1228070175438597,0.04315155257073733,0.03770712976095747,0.04684999272515644,-0.01031208289488461,0.037413,1.701068961,382.25,97.52,3072.1,101.493,19.97,477.9,987.4,536.955,295.49875259399414,0.0
0.03631330604255423,12.6,15.149,3.57,0.633,98.2,8.61,2.451,9.472,9.188,-0.2839999999999989,0.007778738115816752,0.1085899513776336,0.1304937425817383,0.1639658641978827,-0.03703703703703709,0.04315155257073733,0.03274126498780361,0.04497330558320511,-0.01064524344222451,0.038788,1.381331804,387.25,96.93,3171.9,102.247,20.69,485.01,987.4,536.955,295.49875259399414,0.0
0.03631330604255423,12.8,15.529,3.48,0.64,108.0,8.64,2.451,9.453,9.149,-0.30400000000000027,0.007778738115816752,0.1085899513776336,0.1305421219121154,0.1639978542326175,-0.03703703703703709,0.04315155257073733,0.03274126498780361,0.04497330558320511,-0.01087902725429002,0.048124,1.381331804,384.5,96.36,3085.2,102.68,23.47,497.61,987.4,536.955,305.1924934387207,1.0
0.03631330604255423,12.7,15.591,3.5,0.628,110.6,8.41,2.451,9.262,9.031,-0.23099999999999987,0.007778738115816752,0.1085899513776336,0.1305090257050274,0.163975041972015,-0.03703703703703709,0.04315155257073733,0.03274126498780361,0.04497330558320511,-0.01080140623173209,0.030684,1.381331804,378.25,97.71,3057.7,103.627,20.42,500.05,1030.995,572.089,311.9674949645996,1.0
0.03651733166648197,12.6,15.435,3.55,0.623,110.4,8.43,2.451,9.093,9.011,-0.08200000000000074,0.007778738115816752,0.1085899513776336,0.1303914420897956,0.1642363950860735,-0.03703703703703709,0.04315155257073733,0.03274126498780361,0.04497330558320511,-0.005690842177157207,0.023226,1.381331804,375.75,98.42,2961.5,103.931,20.0,498.34,1030.995,572.089,311.9674949645996,0.0
0.03651733166648197,12.9,15.756,3.47,0.619,107.4,8.21,2.451,8.866,8.83,-0.03599999999999959,-0.02995008319467563,0.1085899513776336,0.1303604378920151,0.1642153077188313,-0.07142857142857129,0.02962170549925935,0.027341079972659,0.04156144021935204,-0.005326952633785131,0.061886,1.381331804,377.25,99.44,2859.6,105.296,20.1,509.16,1030.995,572.089,311.9674949645996,0.0
0.03651733166648197,13.1,16.148,3.39,0.632,99.9,8.35,2.115,8.986,8.748,-0.23800000000000132,-0.02911813643926786,0.1085899513776336,0.1303218326440185,0.1641873388142427,-0.07142857142857129,0.03747913384901125,0.02925495557074509,0.04563821343531282,-0.005594588016355262,0.048145,1.372502319,365.75,101.97,2636.7,106.018,20.6,522.31,1030.995,572.089,318.341251373291,1.0
0.03651733166648197,13.1,16.188,3.39,0.623,102.6,8.52,2.115,8.978,8.695,-0.2829999999999995,-0.02911813643926786,0.1085899513776336,0.1303204008557552,0.164186360644152,-0.07142857142857129,0.03747913384901125,0.02925495557074509,0.04563821343531282,-0.0056702585679832,0.049461,1.372502319,363.5,102.52,2523.0,106.547,19.52,524.08,1030.995,572.089,323.76000213623047,1.0
0.03710289214512996,13.3,16.357,3.34,0.617,112.2,8.36,2.115,8.564,8.391,-0.17300000000000004,-0.02911813643926786,0.1014492753623188,0.1328398854435686,0.1666205563297538,-0.07142857142857129,0.03747913384901125,0.02925495557074509,0.04563821343531282,-0.004582757041634022,0.045574,1.372502319,362.0,101.22,2503.6,108.494,20.15,531.32,1062.189,598.518,323.76000213623047,0.0
0.03710289214512996,13.3,16.386,3.34,0.61,126.3,8.22,2.115,8.285,8.133,-0.15200000000000102,-0.02911813643926786,0.1014492753623188,0.1327623086177907,0.1665692284659204,-0.07142857142857129,0.03747913384901125,0.02925495557074509,0.04563821343531282,-0.00558247166816972,0.044707,1.372502319,368.5,104.32,2552.2,110.507,20.0,532.74,1062.189,598.518,323.76000213623047,0.0
0.03710289214512996,13.2,16.143,3.39,0.619,122.2,8.14,1.998,8.531,8.325,-0.2060000000000013,0.01296456352636133,0.1014492753623188,0.1328297392470472,0.1666123956516392,-0.0185185185185186,0.03747913384901125,0.03045875306289147,0.0454529122201861,-0.005596414938687677,0.029593,2.471519284,363.5,103.33,2638.5,109.302,19.95,525.34,1062.189,598.518,328.064998626709,1.0
0.03710289214512996,13.4,16.484,3.33,0.623,114.5,8.05,1.998,8.376,8.229,-0.14700000000000024,0.01296456352636133,0.1014492753623188,0.1330034523087138,0.1667267285731284,-0.0185185185185186,0.03747913384901125,0.03045875306289147,0.0454529122201861,-0.005571478504019511,0.034069,2.471519284,371.25,100.93,2548.4,110.156,19.7,536.92,1062.189,598.518,324.3237533569336,0.0
0.03728343303276804,13.0,15.995,3.43,0.6,119.6,7.99,1.998,8.107,8.076,-0.030999999999998806,0.01296456352636133,0.09090909090909105,0.1311062377394852,0.1624358428300443,-0.0185185185185186,0.03747913384901125,0.03045875306289147,0.0454529122201861,-0.005141226559744028,0.03743,2.471519284,371.25,102.02,2521.8,111.428,20.27,521.5,1061.06,594.698,329.6649971008301,1.0
0.03794221771296136,13.3,16.296,3.36,0.588,117.6,7.73,1.998,7.85,8.012,0.1620000000000008,0.01296456352636133,0.08931419457735257,0.1327571806239676,0.1631243370134852,-0.0185185185185186,0.03747913384901125,0.03045875306289147,0.0454529122201861,-0.008892441424788844,0.028414,2.471519284,384.5,98.31,2393.9,112.058,20.75,533.05,1061.06,594.698,329.6649971008301,0.0
0.03794221771296136,13.6,16.643,3.3,0.6,115.2,7.84,1.804,7.822,8.033,0.2109999999999994,0.06079295154185016,0.08931419457735257,0.13279313427632,0.1631467193571401,-0.03703703703703709,0.03747913384901125,0.03569489685124871,0.04530558888311864,-0.007748011297295299,0.022834,3.044650997,371.25,99.99,2462.1,112.075,20.32,544.86,1061.06,594.698,329.6649971008301,0.0
0.03794221771296136,13.5,16.879,3.26,0.587,109.9,8.12,1.804,7.941,8.059,0.11799999999999944,0.06079295154185016,0.08931419457735257,0.1327173527001821,0.1630976292524,-0.03703703703703709,0.03747913384901125,0.03569489685124871,0.04530558888311864,-0.009057312246076199,0.021679,3.044650997,371.75,99.8,2481.1,112.061,19.71,553.07,1061.06,594.698,333.39624786376953,1.0
0.03798944562097351,13.8,17.203,3.2,0.555,106.5,7.86,1.804,7.656,7.854,0.1980000000000004,0.06079295154185016,0.08931419457735257,0.1328481293512673,0.163161233362725,-0.03703703703703709,0.03747913384901125,0.03569489685124871,0.04530558888311864,-0.009518365810559759,0.023898,3.044650997,369.75,98.29,2584.4,113.719,17.93,564.18,1061.06,594.698,339.4024963378906,1.0
0.03893637995995691,13.9,17.274,3.19,0.549,116.3,7.87,1.804,8.002,7.994,-0.008000000000000895,0.06079295154185016,0.08452950558213712,0.1329962377222846,0.1617766644228902,-0.03703703703703709,0.03747913384901125,0.03569489685124871,0.04530558888311864,-0.00817130537272337,0.026409,3.044650997,371.0,99.52,2566.2,112.868,18.0,567.94,1136.107,661.895,344.2199897766113,1.0
0.03893637995995691,13.9,17.301,3.18,0.519,125.5,7.96,1.804,8.163,8.118,-0.04499999999999993,0.06079295154185016,0.08452950558213712,0.1329317661966187,0.1617328332299921,-0.03703703703703709,0.03747913384901125,0.03569489685124871,0.04530558888311864,-0.00829380715880379,0.022283,3.044650997,361.5,101.03,2585.3,112.146,18.48,569.31,1136.107,661.895,344.2199897766113,0.0
